1.102071059999999991e-01,1.584769799999999895e-01,6.861709690000000750e-01,5.544972790000000096e-01,5.666152709999999759e-01,8.622448600000000019e-01,4.896783749999999991e-01,7.474981849999999817e-01,7.455034690000000852e-01
1.382042319999999824e-01,1.445251979999999936e-01,6.104952729999999494e-01,5.349056529999999254e-01,6.505280570000000484e-01,8.909118809999999611e-01,5.876028229999999963e-01,5.034879460000000195e-01,8.169726729999999826e-01
1.094286800000000004e-01,1.138859159999999898e-01,5.972021589999999547e-01,7.371054540000000488e-01,5.791673840000000073e-01,8.721099079999999892e-01,5.137459490000000351e-01,5.774720629999999799e-01,7.809330629999999829e-01
1.810438389999999842e-01,1.110790930000000037e-01,5.765626520000000088e-01,7.071098700000000292e-01,6.698539700000000208e-01,7.529321949999999708e-01,4.026893109999999942e-01,4.978555870000000438e-01,7.901693819999999757e-01
1.102632430000000108e-01,1.172990130000000075e-01,3.956834799999999763e-01,6.917846159999999633e-01,5.140603129999999910e-01,6.628780789999999534e-01,3.708000570000000162e-01,5.126793560000000305e-01,9.050058759999999314e-01
1.728853389999999712e-01,7.710904700000000001e-02,4.094369139999999851e-01,7.496949920000000045e-01,6.688996499999999568e-01,6.795580940000001124e-01,6.586753290000000316e-01,4.995247110000000101e-01,8.653248799999999630e-01
1.214119440000000077e-01,1.311572340000000114e-01,3.883483160000000267e-01,8.562794249999999829e-01,4.815498149999999922e-01,6.763508299999999585e-01,6.478522190000000069e-01,6.132796420000000692e-01,7.581004920000000702e-01
1.229351139999999981e-01,1.903624919999999943e-01,4.993001650000000180e-01,8.239747609999998890e-01,4.678450329999999657e-01,5.547031129999999699e-01,7.732723070000000476e-01,5.482923290000000227e-01,7.952703159999999771e-01
1.664857829999999983e-01,3.790371470000000187e-01,4.633166920000000299e-01,8.242629280000000058e-01,5.706271569999999960e-01,5.343293190000000248e-01,5.746390430000000160e-01,4.437849449999999862e-01,8.157451549999999996e-01
1.140580680000000124e-01,4.640052989999999822e-01,5.784376100000000465e-01,6.661489640000000101e-01,6.090020429999999374e-01,4.952246579999999843e-01,6.009483320000000850e-01,4.742445900000000214e-01,7.934552369999999799e-01
9.773358399999999835e-02,5.430005310000000085e-01,5.186111089999999590e-01,7.053284730000000113e-01,5.246439079999999366e-01,5.734302370000000648e-01,8.185370090000000376e-01,5.176979560000000147e-01,6.279537139999999962e-01
1.186313180000000134e-01,5.208266280000000137e-01,4.647350729999999430e-01,6.949694240000000578e-01,6.133507480000000012e-01,5.539845660000000116e-01,7.366077109999998873e-01,6.027072749999999868e-01,5.687260020000000083e-01
1.050013850000000026e-01,6.472122630000000099e-01,5.466007499999999686e-01,6.651085679999999556e-01,6.331145260000000663e-01,5.382289319999999933e-01,6.848948000000000258e-01,4.922494259999999899e-01,5.193221709999999991e-01
1.707184719999999822e-01,7.047970479999999815e-01,5.712596269999999921e-01,5.348345469999999935e-01,7.114323779999999209e-01,5.681122429999999612e-01,7.022634220000000260e-01,5.237494670000000241e-01,5.819704650000000479e-01
1.601461050000000108e-01,6.829449940000000829e-01,5.728426760000000506e-01,5.184763820000000134e-01,6.853551190000000126e-01,5.338989389999999613e-01,6.867136220000000790e-01,7.213161379999999401e-01,4.779121729999999957e-01
1.584769799999999895e-01,6.861709690000000750e-01,5.544972790000000096e-01,5.666152709999999759e-01,8.622448600000000019e-01,4.896783749999999991e-01,7.474981849999999817e-01,7.455034690000000852e-01,4.583804260000000075e-01
1.445251979999999936e-01,6.104952729999999494e-01,5.349056529999999254e-01,6.505280570000000484e-01,8.909118809999999611e-01,5.876028229999999963e-01,5.034879460000000195e-01,8.169726729999999826e-01,5.059616920000000739e-01
1.138859159999999898e-01,5.972021589999999547e-01,7.371054540000000488e-01,5.791673840000000073e-01,8.721099079999999892e-01,5.137459490000000351e-01,5.774720629999999799e-01,7.809330629999999829e-01,5.181058809999999903e-01
1.110790930000000037e-01,5.765626520000000088e-01,7.071098700000000292e-01,6.698539700000000208e-01,7.529321949999999708e-01,4.026893109999999942e-01,4.978555870000000438e-01,7.901693819999999757e-01,4.601730499999999724e-01
1.172990130000000075e-01,3.956834799999999763e-01,6.917846159999999633e-01,5.140603129999999910e-01,6.628780789999999534e-01,3.708000570000000162e-01,5.126793560000000305e-01,9.050058759999999314e-01,4.483619379999999599e-01
7.710904700000000001e-02,4.094369139999999851e-01,7.496949920000000045e-01,6.688996499999999568e-01,6.795580940000001124e-01,6.586753290000000316e-01,4.995247110000000101e-01,8.653248799999999630e-01,4.146014690000000003e-01
1.311572340000000114e-01,3.883483160000000267e-01,8.562794249999999829e-01,4.815498149999999922e-01,6.763508299999999585e-01,6.478522190000000069e-01,6.132796420000000692e-01,7.581004920000000702e-01,4.156792890000000074e-01
1.903624919999999943e-01,4.993001650000000180e-01,8.239747609999998890e-01,4.678450329999999657e-01,5.547031129999999699e-01,7.732723070000000476e-01,5.482923290000000227e-01,7.952703159999999771e-01,4.133440120000000384e-01
3.790371470000000187e-01,4.633166920000000299e-01,8.242629280000000058e-01,5.706271569999999960e-01,5.343293190000000248e-01,5.746390430000000160e-01,4.437849449999999862e-01,8.157451549999999996e-01,6.463365340000000181e-01
4.640052989999999822e-01,5.784376100000000465e-01,6.661489640000000101e-01,6.090020429999999374e-01,4.952246579999999843e-01,6.009483320000000850e-01,4.742445900000000214e-01,7.934552369999999799e-01,6.671369649999999707e-01
5.430005310000000085e-01,5.186111089999999590e-01,7.053284730000000113e-01,5.246439079999999366e-01,5.734302370000000648e-01,8.185370090000000376e-01,5.176979560000000147e-01,6.279537139999999962e-01,6.631325639999999799e-01
5.208266280000000137e-01,4.647350729999999430e-01,6.949694240000000578e-01,6.133507480000000012e-01,5.539845660000000116e-01,7.366077109999998873e-01,6.027072749999999868e-01,5.687260020000000083e-01,6.230361589999999783e-01
6.472122630000000099e-01,5.466007499999999686e-01,6.651085679999999556e-01,6.331145260000000663e-01,5.382289319999999933e-01,6.848948000000000258e-01,4.922494259999999899e-01,5.193221709999999991e-01,6.845467540000000906e-01
7.047970479999999815e-01,5.712596269999999921e-01,5.348345469999999935e-01,7.114323779999999209e-01,5.681122429999999612e-01,7.022634220000000260e-01,5.237494670000000241e-01,5.819704650000000479e-01,8.669790349999999535e-01
6.829449940000000829e-01,5.728426760000000506e-01,5.184763820000000134e-01,6.853551190000000126e-01,5.338989389999999613e-01,6.867136220000000790e-01,7.213161379999999401e-01,4.779121729999999957e-01,7.345156919999999978e-01
6.861709690000000750e-01,5.544972790000000096e-01,5.666152709999999759e-01,8.622448600000000019e-01,4.896783749999999991e-01,7.474981849999999817e-01,7.455034690000000852e-01,4.583804260000000075e-01,5.196814439999999369e-01
6.104952729999999494e-01,5.349056529999999254e-01,6.505280570000000484e-01,8.909118809999999611e-01,5.876028229999999963e-01,5.034879460000000195e-01,8.169726729999999826e-01,5.059616920000000739e-01,4.570406349999999729e-01
5.972021589999999547e-01,7.371054540000000488e-01,5.791673840000000073e-01,8.721099079999999892e-01,5.137459490000000351e-01,5.774720629999999799e-01,7.809330629999999829e-01,5.181058809999999903e-01,4.174532009999999960e-01
5.765626520000000088e-01,7.071098700000000292e-01,6.698539700000000208e-01,7.529321949999999708e-01,4.026893109999999942e-01,4.978555870000000438e-01,7.901693819999999757e-01,4.601730499999999724e-01,4.532233560000000216e-01
3.956834799999999763e-01,6.917846159999999633e-01,5.140603129999999910e-01,6.628780789999999534e-01,3.708000570000000162e-01,5.126793560000000305e-01,9.050058759999999314e-01,4.483619379999999599e-01,3.212689830000000080e-01
4.094369139999999851e-01,7.496949920000000045e-01,6.688996499999999568e-01,6.795580940000001124e-01,6.586753290000000316e-01,4.995247110000000101e-01,8.653248799999999630e-01,4.146014690000000003e-01,1.858790600000000126e-01
3.883483160000000267e-01,8.562794249999999829e-01,4.815498149999999922e-01,6.763508299999999585e-01,6.478522190000000069e-01,6.132796420000000692e-01,7.581004920000000702e-01,4.156792890000000074e-01,2.202121210000000107e-01
4.993001650000000180e-01,8.239747609999998890e-01,4.678450329999999657e-01,5.547031129999999699e-01,7.732723070000000476e-01,5.482923290000000227e-01,7.952703159999999771e-01,4.133440120000000384e-01,2.092692530000000162e-01
4.633166920000000299e-01,8.242629280000000058e-01,5.706271569999999960e-01,5.343293190000000248e-01,5.746390430000000160e-01,4.437849449999999862e-01,8.157451549999999996e-01,6.463365340000000181e-01,2.216379869999999808e-01
