0.000000000000000000e+00,0.000000000000000000e+00,2.807835820895522305e-01,7.248134328358208922e-01,3.572761194029850929e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.705223880597014685e-01,5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.194029850746268773e-01,7.108208955223880299e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.100746268656715987e-01,6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.807835820895522305e-01,7.248134328358208922e-01,3.572761194029850929e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.705223880597014685e-01,5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.194029850746268773e-01,7.108208955223880299e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.100746268656715987e-01,6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.807835820895522305e-01,7.248134328358208922e-01,3.572761194029850929e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.705223880597014685e-01,5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742537313432835688e-01
6.194029850746268773e-01,7.108208955223880299e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.100746268656715987e-01,6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.110074626865671377e-01
7.248134328358208922e-01,3.572761194029850929e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.705223880597014685e-01,5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742537313432835688e-01,8.255597014925373234e-01
7.108208955223880299e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.100746268656715987e-01,6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.110074626865671377e-01,7.136194029850746468e-01
3.572761194029850929e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.705223880597014685e-01,5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742537313432835688e-01,8.255597014925373234e-01,2.388059701492537268e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.100746268656715987e-01,6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.110074626865671377e-01,7.136194029850746468e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.705223880597014685e-01,5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742537313432835688e-01,8.255597014925373234e-01,2.388059701492537268e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.100746268656715987e-01,6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.110074626865671377e-01,7.136194029850746468e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.705223880597014685e-01,5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742537313432835688e-01,8.255597014925373234e-01,2.388059701492537268e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.100746268656715987e-01,6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.110074626865671377e-01,7.136194029850746468e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.705223880597014685e-01,5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742537313432835688e-01,8.255597014925373234e-01,2.388059701492537268e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.100746268656715987e-01,6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.110074626865671377e-01,7.136194029850746468e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.705223880597014685e-01,5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742537313432835688e-01,8.255597014925373234e-01,2.388059701492537268e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.901119402985074536e-01
6.100746268656715987e-01,6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.110074626865671377e-01,7.136194029850746468e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.296641791044775838e-01
5.597014925373133831e-01,2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742537313432835688e-01,8.255597014925373234e-01,2.388059701492537268e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.901119402985074536e-01,8.666044776119402604e-01
6.949626865671642006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.110074626865671377e-01,7.136194029850746468e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.296641791044775838e-01,6.884328358208955390e-01
2.873134328358208922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742537313432835688e-01,8.255597014925373234e-01,2.388059701492537268e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.901119402985074536e-01,8.666044776119402604e-01,3.479477611940298698e-01
