2.618025751072962093e-01,4.635193133047210701e-01,6.008583690987124859e-01,7.510729613733905241e-01,6.609442060085836124e-01,5.407725321888411374e-01,4.463519313304721292e-01,3.218884120171674468e-01
4.635193133047210701e-01,6.008583690987124859e-01,7.510729613733905241e-01,6.609442060085836124e-01,5.407725321888411374e-01,4.463519313304721292e-01,3.218884120171674468e-01,2.188841201716738016e-01
6.008583690987124859e-01,7.510729613733905241e-01,6.609442060085836124e-01,5.407725321888411374e-01,4.463519313304721292e-01,3.218884120171674468e-01,2.188841201716738016e-01,1.502145922746781492e-01
7.510729613733905241e-01,6.609442060085836124e-01,5.407725321888411374e-01,4.463519313304721292e-01,3.218884120171674468e-01,2.188841201716738016e-01,1.502145922746781492e-01,9.012875536480691174e-02
6.609442060085836124e-01,5.407725321888411374e-01,4.463519313304721292e-01,3.218884120171674468e-01,2.188841201716738016e-01,1.502145922746781492e-01,9.012875536480691174e-02,6.008583690987123749e-02
5.407725321888411374e-01,4.463519313304721292e-01,3.218884120171674468e-01,2.188841201716738016e-01,1.502145922746781492e-01,9.012875536480691174e-02,6.008583690987123749e-02,1.888412017167381274e-01
4.463519313304721292e-01,3.218884120171674468e-01,2.188841201716738016e-01,1.502145922746781492e-01,9.012875536480691174e-02,6.008583690987123749e-02,1.888412017167381274e-01,4.892703862660944258e-01
3.218884120171674468e-01,2.188841201716738016e-01,1.502145922746781492e-01,9.012875536480691174e-02,6.008583690987123749e-02,1.888412017167381274e-01,4.892703862660944258e-01,6.351931330472103676e-01
2.188841201716738016e-01,1.502145922746781492e-01,9.012875536480691174e-02,6.008583690987123749e-02,1.888412017167381274e-01,4.892703862660944258e-01,6.351931330472103676e-01,7.124463519313303239e-01
1.502145922746781492e-01,9.012875536480691174e-02,6.008583690987123749e-02,1.888412017167381274e-01,4.892703862660944258e-01,6.351931330472103676e-01,7.124463519313303239e-01,7.467811158798282056e-01
9.012875536480691174e-02,6.008583690987123749e-02,1.888412017167381274e-01,4.892703862660944258e-01,6.351931330472103676e-01,7.124463519313303239e-01,7.467811158798282056e-01,6.480686695278969900e-01
6.008583690987123749e-02,1.888412017167381274e-01,4.892703862660944258e-01,6.351931330472103676e-01,7.124463519313303239e-01,7.467811158798282056e-01,6.480686695278969900e-01,4.678111587982832775e-01
1.888412017167381274e-01,4.892703862660944258e-01,6.351931330472103676e-01,7.124463519313303239e-01,7.467811158798282056e-01,6.480686695278969900e-01,4.678111587982832775e-01,3.133047210300429208e-01
4.892703862660944258e-01,6.351931330472103676e-01,7.124463519313303239e-01,7.467811158798282056e-01,6.480686695278969900e-01,4.678111587982832775e-01,3.133047210300429208e-01,2.489270386266094759e-01
6.351931330472103676e-01,7.124463519313303239e-01,7.467811158798282056e-01,6.480686695278969900e-01,4.678111587982832775e-01,3.133047210300429208e-01,2.489270386266094759e-01,1.759656652360515050e-01
7.124463519313303239e-01,7.467811158798282056e-01,6.480686695278969900e-01,4.678111587982832775e-01,3.133047210300429208e-01,2.489270386266094759e-01,1.759656652360515050e-01,9.442060085836911920e-02
7.467811158798282056e-01,6.480686695278969900e-01,4.678111587982832775e-01,3.133047210300429208e-01,2.489270386266094759e-01,1.759656652360515050e-01,9.442060085836911920e-02,3.004291845493561874e-02
6.480686695278969900e-01,4.678111587982832775e-01,3.133047210300429208e-01,2.489270386266094759e-01,1.759656652360515050e-01,9.442060085836911920e-02,3.004291845493561874e-02,1.888412017167381274e-01
4.678111587982832775e-01,3.133047210300429208e-01,2.489270386266094759e-01,1.759656652360515050e-01,9.442060085836911920e-02,3.004291845493561874e-02,1.888412017167381274e-01,4.763948497854076924e-01
3.133047210300429208e-01,2.489270386266094759e-01,1.759656652360515050e-01,9.442060085836911920e-02,3.004291845493561874e-02,1.888412017167381274e-01,4.763948497854076924e-01,6.738197424892703458e-01
2.489270386266094759e-01,1.759656652360515050e-01,9.442060085836911920e-02,3.004291845493561874e-02,1.888412017167381274e-01,4.763948497854076924e-01,6.738197424892703458e-01,7.553648068669528426e-01
1.759656652360515050e-01,9.442060085836911920e-02,3.004291845493561874e-02,1.888412017167381274e-01,4.763948497854076924e-01,6.738197424892703458e-01,7.553648068669528426e-01,7.725321888412016724e-01
9.442060085836911920e-02,3.004291845493561874e-02,1.888412017167381274e-01,4.763948497854076924e-01,6.738197424892703458e-01,7.553648068669528426e-01,7.725321888412016724e-01,6.866952789699570792e-01
3.004291845493561874e-02,1.888412017167381274e-01,4.763948497854076924e-01,6.738197424892703458e-01,7.553648068669528426e-01,7.725321888412016724e-01,6.866952789699570792e-01,4.978540772532188408e-01
1.888412017167381274e-01,4.763948497854076924e-01,6.738197424892703458e-01,7.553648068669528426e-01,7.725321888412016724e-01,6.866952789699570792e-01,4.978540772532188408e-01,3.476394849785408026e-01
4.763948497854076924e-01,6.738197424892703458e-01,7.553648068669528426e-01,7.725321888412016724e-01,6.866952789699570792e-01,4.978540772532188408e-01,3.476394849785408026e-01,2.403433476394849500e-01
6.738197424892703458e-01,7.553648068669528426e-01,7.725321888412016724e-01,6.866952789699570792e-01,4.978540772532188408e-01,3.476394849785408026e-01,2.403433476394849500e-01,1.888412017167381274e-01
7.553648068669528426e-01,7.725321888412016724e-01,6.866952789699570792e-01,4.978540772532188408e-01,3.476394849785408026e-01,2.403433476394849500e-01,1.888412017167381274e-01,1.115879828326180601e-01
7.725321888412016724e-01,6.866952789699570792e-01,4.978540772532188408e-01,3.476394849785408026e-01,2.403433476394849500e-01,1.888412017167381274e-01,1.115879828326180601e-01,6.437768240343350046e-02
6.866952789699570792e-01,4.978540772532188408e-01,3.476394849785408026e-01,2.403433476394849500e-01,1.888412017167381274e-01,1.115879828326180601e-01,6.437768240343350046e-02,1.888412017167381274e-01
